64174,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/5/2002,Parts per billion,35.416667,44,20,42,Parts per million,0.006167,0.014,9,12,Parts per billion,16.1375,24,2,,Parts per million,0.675,1.7,20,
64175,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/5/2002,Parts per billion,35.416667,44,20,42,Parts per million,0.006167,0.014,9,12,Parts per billion,16.1375,24,2,,Parts per million,0.616667,1,23,11
64176,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/6/2002,Parts per billion,33.041667,44,20,42,Parts per million,0.004667,0.009,21,8,Parts per billion,9.416667,18,12,26,Parts per million,0.695833,1,20,
64177,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/6/2002,Parts per billion,33.041667,44,20,42,Parts per million,0.004667,0.009,21,8,Parts per billion,9.416667,18,12,26,Parts per million,0.745833,1,0,11
64178,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/6/2002,Parts per billion,33.041667,44,20,42,Parts per million,0.004667,0.009,21,8,Parts per billion,9.375,14.6,14,,Parts per million,0.695833,1,20,
64179,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/6/2002,Parts per billion,33.041667,44,20,42,Parts per million,0.004667,0.009,21,8,Parts per billion,9.375,14.6,14,,Parts per million,0.745833,1,0,11
64180,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/7/2002,Parts per billion,24.708333,32,4,30,Parts per million,0.009625,0.023,21,19,Parts per billion,5.708333,9,5,13,Parts per million,0.591667,1,13,
64181,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/7/2002,Parts per billion,24.708333,32,4,30,Parts per million,0.009625,0.023,21,19,Parts per billion,5.708333,9,5,13,Parts per million,0.65,0.8,13,9
64182,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/7/2002,Parts per billion,24.708333,32,4,30,Parts per million,0.009625,0.023,21,19,Parts per billion,5.6625,8.3,8,,Parts per million,0.591667,1,13,
64183,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/7/2002,Parts per billion,24.708333,32,4,30,Parts per million,0.009625,0.023,21,19,Parts per billion,5.6625,8.3,8,,Parts per million,0.65,0.8,13,9
64184,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/8/2002,Parts per billion,22.727273,37,19,35,Parts per million,0.011083,0.023,0,19,Parts per billion,8.681818,22,16,31,Parts per million,0.427273,0.7,19,
64185,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/8/2002,Parts per billion,22.727273,37,19,35,Parts per million,0.011083,0.023,0,19,Parts per billion,8.681818,22,16,31,Parts per million,0.395833,0.5,18,6
64186,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/8/2002,Parts per billion,22.727273,37,19,35,Parts per million,0.011083,0.023,0,19,Parts per billion,8.742857,18.3,17,,Parts per million,0.427273,0.7,19,
64187,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/8/2002,Parts per billion,22.727273,37,19,35,Parts per million,0.011083,0.023,0,19,Parts per billion,8.742857,18.3,17,,Parts per million,0.395833,0.5,18,6
64188,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/9/2002,Parts per billion,27.869565,36,22,34,Parts per million,0.003556,0.005,7,4,Parts per billion,11,39,22,55,Parts per million,0.508696,0.8,19,
64189,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/9/2002,Parts per billion,27.869565,36,22,34,Parts per million,0.003556,0.005,7,4,Parts per billion,11,39,22,55,Parts per million,0.491667,0.6,18,7
64190,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/9/2002,Parts per billion,27.869565,36,22,34,Parts per million,0.003556,0.005,7,4,Parts per billion,9.257143,11.6,20,,Parts per million,0.508696,0.8,19,
64191,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/9/2002,Parts per billion,27.869565,36,22,34,Parts per million,0.003556,0.005,7,4,Parts per billion,9.257143,11.6,20,,Parts per million,0.491667,0.6,18,7
64192,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/11/2002,Parts per billion,18.181818,21,17,20,Parts per million,0.011813,0.015,8,13,Parts per billion,4.571429,8,10,11,Parts per million,0.435714,0.6,10,
64193,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/11/2002,Parts per billion,18.181818,21,17,20,Parts per million,0.011813,0.015,8,13,Parts per billion,4.571429,8,10,11,Parts per million,0.433333,0.5,15,6
64194,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/11/2002,Parts per billion,18.181818,21,17,20,Parts per million,0.011813,0.015,8,13,Parts per billion,4.2,4.6,14,,Parts per million,0.435714,0.6,10,
64195,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/11/2002,Parts per billion,18.181818,21,17,20,Parts per million,0.011813,0.015,8,13,Parts per billion,4.2,4.6,14,,Parts per million,0.433333,0.5,15,6
64196,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/12/2002,Parts per billion,20.916667,34,17,32,Parts per million,0.010583,0.018,9,15,Parts per billion,9.916667,20,7,29,Parts per million,0.479167,0.9,17,
64197,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/12/2002,Parts per billion,20.916667,34,17,32,Parts per million,0.010583,0.018,9,15,Parts per billion,9.916667,20,7,29,Parts per million,0.466667,0.6,20,7
64198,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/12/2002,Parts per billion,20.916667,34,17,32,Parts per million,0.010583,0.018,9,15,Parts per billion,9.9,18,8,,Parts per million,0.479167,0.9,17,
64199,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/12/2002,Parts per billion,20.916667,34,17,32,Parts per million,0.010583,0.018,9,15,Parts per billion,9.9,18,8,,Parts per million,0.466667,0.6,20,7
64200,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/13/2002,Parts per billion,16.5,34,22,32,Parts per million,0.017208,0.031,10,26,Parts per billion,4.666667,11,22,16,Parts per million,0.441667,0.6,0,
64201,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/13/2002,Parts per billion,16.5,34,22,32,Parts per million,0.017208,0.031,10,26,Parts per billion,4.666667,11,22,16,Parts per million,0.479167,0.6,0,7
64202,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/13/2002,Parts per billion,16.5,34,22,32,Parts per million,0.017208,0.031,10,26,Parts per billion,4.6375,10.3,23,,Parts per million,0.441667,0.6,0,
64203,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/13/2002,Parts per billion,16.5,34,22,32,Parts per million,0.017208,0.031,10,26,Parts per billion,4.6375,10.3,23,,Parts per million,0.479167,0.6,0,7
64204,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/14/2002,Parts per billion,24.833333,43,8,41,Parts per million,0.014125,0.022,10,19,Parts per billion,7.958333,13,2,19,Parts per million,0.633333,2.5,7,
64205,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/14/2002,Parts per billion,24.833333,43,8,41,Parts per million,0.014125,0.022,10,19,Parts per billion,7.958333,13,2,19,Parts per million,0.645833,1.1,10,13
64206,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/14/2002,Parts per billion,24.833333,43,8,41,Parts per million,0.014125,0.022,10,19,Parts per billion,7.925,11,8,,Parts per million,0.633333,2.5,7,
64207,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/14/2002,Parts per billion,24.833333,43,8,41,Parts per million,0.014125,0.022,10,19,Parts per billion,7.925,11,8,,Parts per million,0.645833,1.1,10,13
64208,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/15/2002,Parts per billion,26.291667,63,9,61,Parts per million,0.010125,0.015,9,13,Parts per billion,6.458333,19,9,27,Parts per million,0.858333,2.9,7,
64209,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/15/2002,Parts per billion,26.291667,63,9,61,Parts per million,0.010125,0.015,9,13,Parts per billion,6.458333,19,9,27,Parts per million,0.858333,1.7,9,19
64210,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/15/2002,Parts per billion,26.291667,63,9,61,Parts per million,0.010125,0.015,9,13,Parts per billion,6.425,11.3,11,,Parts per million,0.858333,2.9,7,
64211,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/15/2002,Parts per billion,26.291667,63,9,61,Parts per million,0.010125,0.015,9,13,Parts per billion,6.425,11.3,11,,Parts per million,0.858333,1.7,9,19
64212,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/16/2002,Parts per billion,18.958333,30,21,28,Parts per million,0.010667,0.024,9,20,Parts per billion,4.565217,8,21,11,Parts per million,0.4875,0.8,20,
64213,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/16/2002,Parts per billion,18.958333,30,21,28,Parts per million,0.010667,0.024,9,20,Parts per billion,4.565217,8,21,11,Parts per million,0.454167,0.7,23,8
64214,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/16/2002,Parts per billion,18.958333,30,21,28,Parts per million,0.010667,0.024,9,20,Parts per billion,4.728571,7.3,23,,Parts per million,0.4875,0.8,20,
64215,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/16/2002,Parts per billion,18.958333,30,21,28,Parts per million,0.010667,0.024,9,20,Parts per billion,4.728571,7.3,23,,Parts per million,0.454167,0.7,23,8
64216,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/17/2002,Parts per billion,26.583333,34,16,32,Parts per million,0.0055,0.011,21,9,Parts per billion,13.375,43,15,60,Parts per million,0.55,0.7,7,
64217,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/17/2002,Parts per billion,26.583333,34,16,32,Parts per million,0.0055,0.011,21,9,Parts per billion,13.375,43,15,60,Parts per million,0.583333,0.7,0,8
64218,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/17/2002,Parts per billion,26.583333,34,16,32,Parts per million,0.0055,0.011,21,9,Parts per billion,13.3375,28.6,14,,Parts per million,0.55,0.7,7,
64219,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/17/2002,Parts per billion,26.583333,34,16,32,Parts per million,0.0055,0.011,21,9,Parts per billion,13.3375,28.6,14,,Parts per million,0.583333,0.7,0,8
64220,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/18/2002,Parts per billion,22.458333,35,7,33,Parts per million,0.013208,0.022,10,19,Parts per billion,6.791667,27,8,39,Parts per million,0.5,0.7,7,
64221,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/18/2002,Parts per billion,22.458333,35,7,33,Parts per million,0.013208,0.022,10,19,Parts per billion,6.791667,27,8,39,Parts per million,0.4875,0.6,23,7
64222,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/18/2002,Parts per billion,22.458333,35,7,33,Parts per million,0.013208,0.022,10,19,Parts per billion,6.7625,16.3,8,,Parts per million,0.5,0.7,7,
64223,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/18/2002,Parts per billion,22.458333,35,7,33,Parts per million,0.013208,0.022,10,19,Parts per billion,6.7625,16.3,8,,Parts per million,0.4875,0.6,23,7
64224,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/19/2002,Parts per billion,29.708333,41,21,39,Parts per million,0.006917,0.013,7,11,Parts per billion,4.041667,9,19,13,Parts per million,0.6125,0.9,21,
64225,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/19/2002,Parts per billion,29.708333,41,21,39,Parts per million,0.006917,0.013,7,11,Parts per billion,4.041667,9,19,13,Parts per million,0.595833,0.7,20,8
64226,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/19/2002,Parts per billion,29.708333,41,21,39,Parts per million,0.006917,0.013,7,11,Parts per billion,4.0125,8.3,23,,Parts per million,0.6125,0.9,21,
64227,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/19/2002,Parts per billion,29.708333,41,21,39,Parts per million,0.006917,0.013,7,11,Parts per billion,4.0125,8.3,23,,Parts per million,0.595833,0.7,20,8
64228,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/20/2002,Parts per billion,27.916667,44,19,42,Parts per million,0.010542,0.026,9,22,Parts per billion,10.791667,17,9,24,Parts per million,0.6125,0.8,18,
64229,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/20/2002,Parts per billion,27.916667,44,19,42,Parts per million,0.010542,0.026,9,22,Parts per billion,10.791667,17,9,24,Parts per million,0.608333,0.7,0,8
64230,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/20/2002,Parts per billion,27.916667,44,19,42,Parts per million,0.010542,0.026,9,22,Parts per billion,10.75,15.6,20,,Parts per million,0.6125,0.8,18,
64231,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/20/2002,Parts per billion,27.916667,44,19,42,Parts per million,0.010542,0.026,9,22,Parts per billion,10.75,15.6,20,,Parts per million,0.608333,0.7,0,8
64232,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/21/2002,Parts per billion,32.125,39,22,37,Parts per million,0.003458,0.007,8,6,Parts per billion,13.625,30,18,43,Parts per million,0.808333,1.2,9,
64233,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/21/2002,Parts per billion,32.125,39,22,37,Parts per million,0.003458,0.007,8,6,Parts per billion,13.625,30,18,43,Parts per million,0.816667,1,10,11
64234,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/21/2002,Parts per billion,32.125,39,22,37,Parts per million,0.003458,0.007,8,6,Parts per billion,13.5875,25,20,,Parts per million,0.808333,1.2,9,
64235,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/21/2002,Parts per billion,32.125,39,22,37,Parts per million,0.003458,0.007,8,6,Parts per billion,13.5875,25,20,,Parts per million,0.816667,1,10,11
64236,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/22/2002,Parts per billion,32.625,47,18,44,Parts per million,0.0095,0.022,9,19,Parts per billion,10.25,20,2,29,Parts per million,0.733333,1.4,19,
64237,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/22/2002,Parts per billion,32.625,47,18,44,Parts per million,0.0095,0.022,9,19,Parts per billion,10.25,20,2,29,Parts per million,0.7,1,22,11
64238,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/22/2002,Parts per billion,32.625,47,18,44,Parts per million,0.0095,0.022,9,19,Parts per billion,10.2375,16,2,,Parts per million,0.733333,1.4,19,
64239,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/22/2002,Parts per billion,32.625,47,18,44,Parts per million,0.0095,0.022,9,19,Parts per billion,10.2375,16,2,,Parts per million,0.7,1,22,11
64240,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/23/2002,Parts per billion,23.666667,34,0,32,Parts per million,0.010792,0.02,3,17,Parts per billion,5.291667,19,22,27,Parts per million,0.508696,0.6,0,
64241,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/23/2002,Parts per billion,23.666667,34,0,32,Parts per million,0.010792,0.02,3,17,Parts per billion,5.291667,19,22,27,Parts per million,0.5875,1,0,11
64242,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/23/2002,Parts per billion,23.666667,34,0,32,Parts per million,0.010792,0.02,3,17,Parts per billion,5.275,15.3,23,,Parts per million,0.508696,0.6,0,
64243,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/23/2002,Parts per billion,23.666667,34,0,32,Parts per million,0.010792,0.02,3,17,Parts per billion,5.275,15.3,23,,Parts per million,0.5875,1,0,11
64244,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/24/2002,Parts per billion,21.916667,28,1,26,Parts per million,0.002708,0.008,23,7,Parts per billion,11,27,1,39,Parts per million,0.791667,1.3,19,
64245,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/24/2002,Parts per billion,21.916667,28,1,26,Parts per million,0.002708,0.008,23,7,Parts per billion,11,27,1,39,Parts per million,0.7375,1,20,11
64246,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/24/2002,Parts per billion,21.916667,28,1,26,Parts per million,0.002708,0.008,23,7,Parts per billion,10.9625,21.6,2,,Parts per million,0.791667,1.3,19,
64247,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/24/2002,Parts per billion,21.916667,28,1,26,Parts per million,0.002708,0.008,23,7,Parts per billion,10.9625,21.6,2,,Parts per million,0.7375,1,20,11
64248,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/25/2002,Parts per billion,20.083333,42,19,40,Parts per million,0.013417,0.028,8,24,Parts per billion,7.5,38,23,54,Parts per million,0.525,1.1,19,
64249,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/25/2002,Parts per billion,20.083333,42,19,40,Parts per million,0.013417,0.028,8,24,Parts per billion,7.5,38,23,54,Parts per million,0.554167,0.9,0,10
64250,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/25/2002,Parts per billion,20.083333,42,19,40,Parts per million,0.013417,0.028,8,24,Parts per billion,7.475,26,23,,Parts per million,0.525,1.1,19,
64251,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/25/2002,Parts per billion,20.083333,42,19,40,Parts per million,0.013417,0.028,8,24,Parts per billion,7.475,26,23,,Parts per million,0.554167,0.9,0,10
64252,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/26/2002,Parts per billion,30.916667,36,0,34,Parts per million,0.009125,0.019,9,16,Parts per billion,18.375,33,0,47,Parts per million,0.566667,0.9,7,
64253,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/26/2002,Parts per billion,30.916667,36,0,34,Parts per million,0.009125,0.019,9,16,Parts per billion,18.375,33,0,47,Parts per million,0.591667,0.7,0,8
64254,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/26/2002,Parts per billion,30.916667,36,0,34,Parts per million,0.009125,0.019,9,16,Parts per billion,18.3375,29.3,11,,Parts per million,0.566667,0.9,7,
64255,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/26/2002,Parts per billion,30.916667,36,0,34,Parts per million,0.009125,0.019,9,16,Parts per billion,18.3375,29.3,11,,Parts per million,0.591667,0.7,0,8
64256,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/27/2002,Parts per billion,28.5,39,18,37,Parts per million,0.008583,0.019,9,16,Parts per billion,10.166667,29,10,41,Parts per million,0.7375,1.2,4,
64257,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/27/2002,Parts per billion,28.5,39,18,37,Parts per million,0.008583,0.019,9,16,Parts per billion,10.166667,29,10,41,Parts per million,0.704167,0.9,6,10
64258,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/27/2002,Parts per billion,28.5,39,18,37,Parts per million,0.008583,0.019,9,16,Parts per billion,10.15,25.3,11,,Parts per million,0.7375,1.2,4,
64259,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/27/2002,Parts per billion,28.5,39,18,37,Parts per million,0.008583,0.019,9,16,Parts per billion,10.15,25.3,11,,Parts per million,0.704167,0.9,6,10
64260,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/28/2002,Parts per billion,41.625,57,11,54,Parts per million,0.005792,0.013,9,11,Parts per billion,14.208333,40,10,56,Parts per million,1.383333,3.6,7,
64261,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/28/2002,Parts per billion,41.625,57,11,54,Parts per million,0.005792,0.013,9,11,Parts per billion,14.208333,40,10,56,Parts per million,1.145833,1.9,23,22
64262,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/28/2002,Parts per billion,41.625,57,11,54,Parts per million,0.005792,0.013,9,11,Parts per billion,14.1875,39,11,,Parts per million,1.383333,3.6,7,
64263,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/28/2002,Parts per billion,41.625,57,11,54,Parts per million,0.005792,0.013,9,11,Parts per billion,14.1875,39,11,,Parts per million,1.145833,1.9,23,22
64264,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/29/2002,Parts per billion,43.956522,56,11,53,Parts per million,0.006542,0.015,7,13,Parts per billion,14.791667,44,10,61,Parts per million,0.845833,1.3,0,
64265,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/29/2002,Parts per billion,43.956522,56,11,53,Parts per million,0.006542,0.015,7,13,Parts per billion,14.791667,44,10,61,Parts per million,1.075,2,0,23
64266,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,1/29/2002,Parts per billion,43.956522,56,11,53,Parts per million,0.006542,0.015,7,13,Parts per billion,14.775,42.3,11,,Parts per million,0.845833,1.3,0,
